rank,citation_group,priority_score,status,date,type,title,chapter,next_action,source_note_draft,catalog_url,pdf_url
533,Copy-Ready Drafts,8,selection,1996-11-18,Source Lead,"November 18, 1996 Letter From Strobe Talbott To Javier Solana",European Security Architecture,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: Department of State, FOIA Virtual Reading Room, Strobe Talbott FOIA release, Document C09000027. Confidential.",https://foia.state.gov/DOCUMENTS/FOIA_L_May2022/FL-2017-13804/DOC_0C09000027/C09000027.pdf,https://foia.state.gov/DOCUMENTS/FOIA_L_May2022/FL-2017-13804/DOC_0C09000027/C09000027.pdf
534,Copy-Ready Drafts,8,selection,1996-12-04,Source Lead,"December 4, 1996 Note FROM STROBE TALBOTT, IN OSLO TO THE SECRETARY OF STATE - ALL COPIES TO THE SECRETARY",Crisis Security Files,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: Department of State, FOIA Virtual Reading Room, Strobe Talbott FOIA release, Document C09000030. Unclassified.",https://foia.state.gov/DOCUMENTS/FOIA_L_Apr2024/FL-2017-13804/DOC_0C09000030/C09000030.pdf,https://foia.state.gov/DOCUMENTS/FOIA_L_Apr2024/FL-2017-13804/DOC_0C09000030/C09000030.pdf
535,Copy-Ready Drafts,8,working draft ready,1996-12-16,Context,The President's News Conference With European Union Leaders,European Security Architecture,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: Government Publishing Office, GovInfo, Public Papers of the Presidents of the United States: William J. Clinton, PPP-1996-book2; PPP-1996-book2-doc-pg2211. Unclassified public record.",https://www.govinfo.gov/app/details/PPP-1996-book2/PPP-1996-book2-doc-pg2211,https://www.govinfo.gov/content/pkg/PPP-1996-book2/pdf/PPP-1996-book2-doc-pg2211.pdf
536,Copy-Ready Drafts,8,selection,1997-01-21,Source Lead,"January 21, 1997 Note From Strobe Talbott To Barbara Larkin",NATO-Russia and Partnership,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: Department of State, FOIA Virtual Reading Room, Strobe Talbott FOIA release, Document C09000069. Unclassified.",https://foia.state.gov/DOCUMENTS/FOIA_L_Jan2024/FL-2017-13804/DOC_0C09000069/C09000069.pdf,https://foia.state.gov/DOCUMENTS/FOIA_L_Jan2024/FL-2017-13804/DOC_0C09000069/C09000069.pdf
537,Copy-Ready Drafts,8,selection,1997-02-10,Source Lead,"Prep meeting for Albright/Primakov Ministerial NATO-Russia Interagency flying squad 4:30 p.m. February 10, 1997",NATO-Russia and Partnership,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: Department of State, FOIA Virtual Reading Room, Strobe Talbott FOIA release, Document C09000109. Unclassified.",https://foia.state.gov/DOCUMENTS/FOIA_L_Feb2024/FL-2017-13804/DOC_0C09000109/C09000109.pdf,https://foia.state.gov/DOCUMENTS/FOIA_L_Feb2024/FL-2017-13804/DOC_0C09000109/C09000109.pdf
538,Copy-Ready Drafts,8,selection,1997-03-08,Source Lead,"March 8, 1997 Note From Strobe Talbott To Barbara Larkin",NATO-Russia and Partnership,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: Department of State, FOIA Virtual Reading Room, Strobe Talbott FOIA release, Document C09000096. Unclassified.",https://foia.state.gov/DOCUMENTS/FOIA_L_Feb2024/FL-2017-13804/DOC_0C09000096/C09000096.pdf,https://foia.state.gov/DOCUMENTS/FOIA_L_Feb2024/FL-2017-13804/DOC_0C09000096/C09000096.pdf
539,Copy-Ready Drafts,8,selection,1997-03-19,Source Lead,"March 19, 1997 Note From Strobe Talbott To Jeremy Rosner w/Attachment(s)",NATO-Russia and Partnership,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: Department of State, FOIA Virtual Reading Room, Strobe Talbott FOIA release, Document C09000097. Unclassified.",https://foia.state.gov/DOCUMENTS/FOIA_L_Feb2024/FL-2017-13804/DOC_0C09000097/C09000097.pdf,https://foia.state.gov/DOCUMENTS/FOIA_L_Feb2024/FL-2017-13804/DOC_0C09000097/C09000097.pdf
540,Copy-Ready Drafts,8,selection,1997-03-21,Source Lead,JOINT STATEMENT ON U.S.-RUSSIA ECONOMIC INITIATIVE,NATO-Russia and Partnership,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: Department of State, FOIA Virtual Reading Room, Strobe Talbott FOIA release, Document C09000013. Unclassified.",https://foia.state.gov/DOCUMENTS/FOIA_L_July2024/FL-2017-13804/DOC_0C09000013/C09000013.pdf,https://foia.state.gov/DOCUMENTS/FOIA_L_July2024/FL-2017-13804/DOC_0C09000013/C09000013.pdf
541,Copy-Ready Drafts,8,working draft ready,1997-03-26,Context,Remarks Prior to Discussions With President Alija Izetbegovic of Bosnia-Herzegovina and an Exchange With Reporters,Crisis Security Files,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: Government Publishing Office, GovInfo, Public Papers of the Presidents of the United States: William J. Clinton, PPP-1997-book1; PPP-1997-book1-doc-pg350. Unclassified public record.",https://www.govinfo.gov/app/details/PPP-1997-book1/PPP-1997-book1-doc-pg350,https://www.govinfo.gov/content/pkg/PPP-1997-book1/pdf/PPP-1997-book1-doc-pg350.pdf
542,Copy-Ready Drafts,8,working draft ready,1997-05-14,Context,Remarks on the NATO-Russia Founding Act and an Exchange With Reporters,NATO-Russia and Partnership,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: Government Publishing Office, GovInfo, Public Papers of the Presidents of the United States: William J. Clinton, PPP-1997-book1; PPP-1997-book1-doc-pg598. Unclassified public record.",https://www.govinfo.gov/app/details/PPP-1997-book1/PPP-1997-book1-doc-pg598,https://www.govinfo.gov/content/pkg/PPP-1997-book1/pdf/PPP-1997-book1-doc-pg598.pdf
543,Copy-Ready Drafts,8,working draft ready,1997-05-19,Context,Remarks Prior to Discussions With NATO Secretary General Javier Solana and an Exchange With Reporters,European Security Architecture,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: Government Publishing Office, GovInfo, Public Papers of the Presidents of the United States: William J. Clinton, PPP-1997-book1; PPP-1997-book1-doc-pg618. Unclassified public record.",https://www.govinfo.gov/app/details/PPP-1997-book1/PPP-1997-book1-doc-pg618,https://www.govinfo.gov/content/pkg/PPP-1997-book1/pdf/PPP-1997-book1-doc-pg618.pdf
544,Copy-Ready Drafts,8,working draft ready,1997-05-27,Context,"Remarks at the Signing Ceremony for the NATO-Russia Founding Act in Paris, France",NATO-Russia and Partnership,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: Government Publishing Office, GovInfo, Public Papers of the Presidents of the United States: William J. Clinton, PPP-1997-book1; PPP-1997-book1-doc-pg657. Unclassified public record.",https://www.govinfo.gov/app/details/PPP-1997-book1/PPP-1997-book1-doc-pg657,https://www.govinfo.gov/content/pkg/PPP-1997-book1/pdf/PPP-1997-book1-doc-pg657.pdf
545,Copy-Ready Drafts,8,working draft ready,1997-05-28,Context,"The President's News Conference With European Union Leaders in The Hague, The Netherlands",European Security Architecture,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: Government Publishing Office, GovInfo, Public Papers of the Presidents of the United States: William J. Clinton, PPP-1997-book1; PPP-1997-book1-doc-pg659-2. Unclassified public record.",https://www.govinfo.gov/app/details/PPP-1997-book1/PPP-1997-book1-doc-pg659-2,https://www.govinfo.gov/content/pkg/PPP-1997-book1/pdf/PPP-1997-book1-doc-pg659-2.pdf
546,Copy-Ready Drafts,8,selection,1997-06-19,Source Lead,"MEMCON OF SECRETARY ALBRIGHT/RUSSIAN FOREIGN MINISTER PRIMAKOV DINNER AT THE G-8 DENVER SUMMIT, BUCKHORN EXCHANGE, JUNE 19, 1997",NATO-Russia and Partnership,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: Department of State, FOIA Virtual Reading Room, Strobe Talbott FOIA release, Document C09000046. Confidential.",https://foia.state.gov/DOCUMENTS/FOIA_L_Oct2024/FL-2017-13804/DOC_0C09000046/C09000046.pdf,https://foia.state.gov/DOCUMENTS/FOIA_L_Oct2024/FL-2017-13804/DOC_0C09000046/C09000046.pdf
547,Copy-Ready Drafts,8,working draft ready,1997-07-03,Context,Presidential Daily Diary reference: pre-Madrid conference call with Helmut Kohl,NATO Strategy and Enlargement,Use as context citation only; chase substantive record before selection.,"Source: National Archives and Records Administration, National Archives Catalog, Clinton Presidential Records, Presidential Daily Diary, Ellen McCathran Files, Release LPWJC 2013-0549-F, [07/01/1997-07/31/1997], NAID 147870887, Unclassified diary record. Source pages: page 8.",https://catalog.archives.gov/id/147870887,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/foia/2013/2013-0549-F/42-t-101784486-20130549F-007-017-2018.pdf
548,Copy-Ready Drafts,8,working draft ready,1997-07-03,Context,Remarks at a NATO Summit Sendoff by American Veterans,European Security Architecture,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: Government Publishing Office, GovInfo, Public Papers of the Presidents of the United States: William J. Clinton, PPP-1997-book2; PPP-1997-book2-doc-pg912. Unclassified public record.",https://www.govinfo.gov/app/details/PPP-1997-book2/PPP-1997-book2-doc-pg912,https://www.govinfo.gov/content/pkg/PPP-1997-book2/pdf/PPP-1997-book2-doc-pg912.pdf
549,Copy-Ready Drafts,8,working draft ready,1997-07-09,Context,Remarks at the Signing Ceremony for the NATO-Ukraine Charter in Madrid,European Security Architecture,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: Government Publishing Office, GovInfo, Public Papers of the Presidents of the United States: William J. Clinton, PPP-1997-book2; PPP-1997-book2-doc-pg927. Unclassified public record.",https://www.govinfo.gov/app/details/PPP-1997-book2/PPP-1997-book2-doc-pg927,https://www.govinfo.gov/content/pkg/PPP-1997-book2/pdf/PPP-1997-book2-doc-pg927.pdf
550,Copy-Ready Drafts,8,working draft ready,1997-07-10,Context,Remarks at a Dinner Hosted by President Aleksander Kwasniewski of Poland in Warsaw,NATO Strategy and Enlargement,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: Government Publishing Office, GovInfo, Public Papers of the Presidents of the United States: William J. Clinton, PPP-1997-book2; PPP-1997-book2-doc-pg941. Unclassified public record.",https://www.govinfo.gov/app/details/PPP-1997-book2/PPP-1997-book2-doc-pg941,https://www.govinfo.gov/content/pkg/PPP-1997-book2/pdf/PPP-1997-book2-doc-pg941.pdf
551,Copy-Ready Drafts,8,selection,1997-07-21,Source Lead,"July 21, 1997 Note From Strobe Talbott To Ron Asmus w/Attachment(s)",NATO-Russia and Partnership,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: Department of State, FOIA Virtual Reading Room, Strobe Talbott FOIA release, Document C09000095. Unclassified.",https://foia.state.gov/DOCUMENTS/FOIA_L_Jan2024/FL-2017-13804/DOC_0C09000095/C09000095.pdf,https://foia.state.gov/DOCUMENTS/FOIA_L_Jan2024/FL-2017-13804/DOC_0C09000095/C09000095.pdf
552,Copy-Ready Drafts,8,selection,1997-07-27,Source Lead,"July 27, 1997 Note From Strobe Talbott To Jeremy Rosner w/Attachment(s)",NATO Strategy and Enlargement,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: Department of State, FOIA Virtual Reading Room, Strobe Talbott FOIA release, Document C09000089. Unclassified.",https://foia.state.gov/DOCUMENTS/FOIA_L_Jan2024/FL-2017-13804/DOC_0C09000089/C09000089.pdf,https://foia.state.gov/DOCUMENTS/FOIA_L_Jan2024/FL-2017-13804/DOC_0C09000089/C09000089.pdf
553,Copy-Ready Drafts,8,selection,1997-08-12,Source Lead,Using Hashimoto's speech.,NATO-Russia and Partnership,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: Department of State, FOIA Virtual Reading Room, Strobe Talbott FOIA release, Document C09000007. Unclassified.",https://foia.state.gov/DOCUMENTS/FOIA_L_Sep2022/FL-2017-13804/DOC_0C09000007/C09000007.pdf,https://foia.state.gov/DOCUMENTS/FOIA_L_Sep2022/FL-2017-13804/DOC_0C09000007/C09000007.pdf
554,Copy-Ready Drafts,8,selection,1997-10-17,Source Lead,"October 17, 1997 Letter From Strobe Talbott To Lina Sarello w/Attachment(s)",European Security Architecture,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: Department of State, FOIA Virtual Reading Room, Strobe Talbott FOIA release, Document C09000052. Unclassified.",https://foia.state.gov/DOCUMENTS/FOIA_L_Jan2024/FL-2017-13804/DOC_0C09000052/C09000052.pdf,https://foia.state.gov/DOCUMENTS/FOIA_L_Jan2024/FL-2017-13804/DOC_0C09000052/C09000052.pdf
555,Copy-Ready Drafts,8,selection,1997-10-17,Source Lead,"October 17, 2017 Letter From Strobe Talbott To Barbara Angrisano",European Security Architecture,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: Department of State, FOIA Virtual Reading Room, Strobe Talbott FOIA release, Document C09000051. Unclassified.",https://foia.state.gov/DOCUMENTS/FOIA_L_Jan2024/FL-2017-13804/DOC_0C09000051/C09000051.pdf,https://foia.state.gov/DOCUMENTS/FOIA_L_Jan2024/FL-2017-13804/DOC_0C09000051/C09000051.pdf
556,Copy-Ready Drafts,8,working draft ready,1997-12-05,Context,Remarks Prior to Discussions With European Union Leaders and an Exchange With Reporters,European Security Architecture,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: Government Publishing Office, GovInfo, Public Papers of the Presidents of the United States: William J. Clinton, PPP-1997-book2; PPP-1997-book2-doc-pg1718-3. Unclassified public record.",https://www.govinfo.gov/app/details/PPP-1997-book2/PPP-1997-book2-doc-pg1718-3,https://www.govinfo.gov/content/pkg/PPP-1997-book2/pdf/PPP-1997-book2-doc-pg1718-3.pdf
557,Copy-Ready Drafts,8,working draft ready,1997-12-22,Context,"Remarks to the Troops in Tuzla, Bosnia-Herzegovina",Crisis Security Files,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: Government Publishing Office, GovInfo, Public Papers of the Presidents of the United States: William J. Clinton, PPP-1997-book2; PPP-1997-book2-doc-pg1817. Unclassified public record.",https://www.govinfo.gov/app/details/PPP-1997-book2/PPP-1997-book2-doc-pg1817,https://www.govinfo.gov/content/pkg/PPP-1997-book2/pdf/PPP-1997-book2-doc-pg1817.pdf
558,Copy-Ready Drafts,8,selection,1998-01-20,Source Lead,RUSSIA-IRAN MISSILES: NEXT STEPS,NATO-Russia and Partnership,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: Department of State, FOIA Virtual Reading Room, Strobe Talbott FOIA release, Document C09000035. Secret; Nodis.",https://foia.state.gov/DOCUMENTS/FOIA_L_Mar2025/FL-2017-13804/DOC_0C09000035/C09000035.pdf,https://foia.state.gov/DOCUMENTS/FOIA_L_Mar2025/FL-2017-13804/DOC_0C09000035/C09000035.pdf
